name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"kannengiesser-die-vierbeinigten-philosophen","ger000543","Q107822636","Kannengießer","0","Die vierbeinigten Philosophen","Ein Trauerspiel in einem Act","","https://de.wikisource.org/wiki/Die_vierbeinigten_Philosophen","","","","","1802","12","false","0.8407106782106782","0.4090909090909091","1.5909090909090908","herr_von_albern","4.5","2","","1802","11","12","0","8","4","","1","27","","11","0","0","2850","2714","311","86","2"
"kind-der-freischuetz","ger000405","Q156435","Kind","0","Der Freischütz","Romantische Oper in drei Aufzügen","","http://www.textgridrep.org/textgrid:qx5q.0","","","","","1821","23","true","0.7673428529263768","0.383399209486166","1.774703557312253","max|kaspar","8.434782608695652","4","1821","","19","23","6","12","5","","1","97","","20","37","3","11301","10571","2774","295","608"
"klabund-der-kreidekreis","ger000070","Q16061494","Klabund","0","Der Kreidekreis","Spiel in fünf Akten nach dem Chinesischen","","http://www.textgridrep.org/textgrid:qxh9.0","","","","","1925","22","false","0.8774092069546615","0.4329004329004329","1.567099567099567","haitang|tschang-ling","9.090909090909092","2","1925","1925","21","22","4","18","0","","1","100","","5","1","5","18584","18306","1339","565","303"
"klabund-xyz","ger000533","Q106082380","Klabund","0","XYZ","Spiel zu dreien in drei Akten","Comedy","http://www.textgridrep.org/textgrid:qz9g.0","","","","","1927","6","false","0.8666666666666667","0.7333333333333333","1.2666666666666666","y|x","3.6666666666666665","2","1927","1928","5","6","1","3","2","","1","11","1927","3","0","3","14073","13759","1756","1130","0"
"kleist-amphitryon","ger000437","Q475044","Kleist","0","Amphitryon","Ein Lustspiel nach Molière","Comedy","http://www.textgridrep.org/textgrid:r0jz.0","","","","","1807","15","false","0.9183927183927185","0.7523809523809524","1.2476190476190476","sosias|amphitryon","10.533333333333333","2","1899","1807","14","15","2","12","1","","1","79","1803","22","1","3","18226","18050","363","0","2598"
"kleist-das-kaethchen-von-heilbronn","ger000208","Q316826","Kleist","0","Das Käthchen von Heilbronn oder die Feuerprobe","Ein großes historisches Ritterschauspiel","","http://www.textgridrep.org/textgrid:r0gb.0","","","","","1810","61","false","0.8337145605575068","0.16830601092896175","2.0107344632768362","der_graf_vom_strahl","10.098360655737705","3","1810","1810","46","61","8","43","10","","2","308","1807/1808","53","5","5","26015","24965","2703","447","1600"
"kleist-der-zerbrochene-krug","ger000363","Q486602","Kleist","0","Der zerbrochne Krug","Ein Lustspiel","Comedy","http://www.textgridrep.org/textgrid:r0sb.0","","","","","1808","13","false","0.8383116883116883","0.6410256410256411","1.358974358974359","adam|licht|walter","7.6923076923076925","2","1808","1811","11","13","5","7","1","","1","50","1803/1806","13","12","0","16601","16417","381","0","2395"
"kleist-die-familie-schroffenstein","ger000049","Q1212309","Kleist","0","Die Familie Schroffenstein","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:r0px.0","","","","","1803","29","false","0.8662617703436303","0.42857142857142855","1.6009852216748768","eustache","12","3","1804","1803","24","29","7","21","1","","1","174","1802","13","2","5","23425","23027","1593","0","3513"
"kleist-die-hermannsschlacht","ger000078","Q615212","Kleist","0","Die Hermannsschlacht","Ein Drama","","http://www.textgridrep.org/textgrid:r0hz.0","","","","","1808","84","false","0.810206460394366","0.10986804360298336","2.5834767641996557","hermann","9.119047619047619","4","1860","1821","44","84","7","70","7","","1","383","1808","53","3","5","22130","21182","2201","0","2872"
"kleist-penthesilea","ger000152","Q451932","Kleist","0","Penthesilea","Ein Lustspiel nach Molière","Comedy","http://www.textgridrep.org/textgrid:r0n2.0","","","","","1808","84","false","0.8931706439744059","0.14027538726333907","2.283132530120482","prothoe","11.642857142857142","5","1876","1808","55","84","61","22","1","","1","489","1806/1807","24","5","0","24821","24478","1736","0","3491"
"kleist-prinz-friedrich-von-homburg","ger000362","Q366146","Kleist","0","Prinz Friedrich von Homburg","Ein Schauspiel","","http://www.textgridrep.org/textgrid:r10b.0","","","","","1810","43","false","0.836574003614579","0.22259136212624583","1.8582375478927202","der_prinz_von_homburg","9.348837209302326","3","1821","1821","31","43","6","35","2","","2","201","1809/1810","36","5","5","18573","17631","2920","0","2118"
"klemm-der-auf-den-parnass-versetzte-gruene-hut","ger000330","Q55006545","Klemm","0","Der auf den Parnaß versetzte grüne Hut","Ein Lustspiel in drey Aufzügen","Comedy","http://www.textgridrep.org/textgrid:r11m.0","","","","","1767","7","false","1","1","1","several characters","6","1","1767","1767","6","7","2","5","0","","1","21","1767","36","0","3","12592","12304","265","614","6"
"klemm-der-besuch","ger000577","Q112654763","Klemm","0","Der Besuch","Ein Lustspiel in einem Aufzuge","Comedy","https://de.wikisource.org/wiki/Der_Besuch_(Klemm)","","","","","1765","7","false","0.6285714285714287","0.5714285714285714","1.4285714285714286","celimene","3.4285714285714284","2","","1765","6","7","4","3","0","","1","12","","9","0","0","3376","3307","64","151","0"
"klingemann-faust","ger000110","Q55006790","Klingemann","0","Faust","Ein Trauerspiel in fünf Acten","Tragedy","http://www.textgridrep.org/textgrid:r121.0","","","","","1812","20","false","0.743970588235294","0.2631578947368421","1.7894736842105263","faust","5","3","1812","1815","18","20","2","15","3","","1","50","","43","0","5","19631","18537","4580","0","2369"
"klinger-das-leidende-weib","ger000497","Q95579878","Klinger","0","Das leidende Weib","Ein Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:r135.0","","","","","1775","27","false","0.6931264209041985","0.2564102564102564","2.1623931623931623","franz","6.666666666666667","4","","1775","13","27","9","16","2","","1","90","","33","0","5","16076","15789","444","732","8"
"klinger-die-neue-arria","ger000103","Q56422542","Klinger","0","Die neue Arria","Ein Schauspiel","","http://www.textgridrep.org/textgrid:r134.0","","","","","1776","19","false","0.792785284890548","0.3508771929824561","1.7836257309941521","julio|solina","6.315789473684211","3","","1776","13","19","6","13","0","","1","60","1775","17","0","5","23726","23512","744","811","48"
"klinger-die-zwillinge","ger000190","Q1217801","Klinger","0","Die Zwillinge","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:r12v.0","","","","","1776","8","false","0.875","0.75","1.25","grimaldi","5.25","2","1776","1776","7","8","2","5","1","","1","21","","21","2","5","17733","17498","462","637","16"
"klinger-prinz-seiden-wurm-der-reformator","ger000498","Q95588022","Klinger","0","Prinz Seiden-Wurm der Reformator oder die Kron-Kompetenten","Ein moralisches Drama aus dem fünften Theil des Orpheus","","http://www.textgridrep.org/textgrid:r12n.0","","","","","1780","34","false","0.880546397187264","0.4206773618538324","1.910873440285205","prinz_seiden-wurm|minister_bim","13.882352941176471","4","","1780","22","34","4","26","4","","1","236","1779","34","0","5","14127","13614","900","393","91"
"klinger-simsone-grisaldo","ger000443","Q56422563","Klinger","0","Simsone Grisaldo","Ein Schauspiel in fünf Akten","","http://www.textgridrep.org/textgrid:r13g.0","","","","","1776","20","false","0.8235067954920897","0.49473684210526314","1.5421052631578946","grisaldo","9.4","3","","1776","18","20","4","16","0","","1","94","","16","0","5","26778","26499","1049","917","10"
"klinger-sturm-und-drang","ger000053","Q1768388","Klinger","0","Sturm und Drang","Ein Schauspiel","","http://www.textgridrep.org/textgrid:r12k.0","","","","","1777","13","false","0.7814130314130315","0.6410256410256411","1.3974358974358974","wild","7.6923076923076925","3","1777","1777","11","13","5","8","0","","1","50","1776","37","4","5","17747","17417","923","782","0"
"klopstock-der-tod-adams","ger000013","Q22809001","Klopstock","0","Der Tod Adams","Ein Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:r1zm.0","","","","","1757","11","false","0.9393939393939393","0.7272727272727273","1.2727272727272727","adam|seth","7.2727272727272725","2","","1757","10","11","5","5","1","","1","40","1753/1756","20","0","3","7100","6126","251","186","0"
"klopstock-hermanns-schlacht","ger000345","Q56447366","Klopstock","0","Hermanns Schlacht","Ein Bardiet für die Schaubühne","","http://www.textgridrep.org/textgrid:r1hd.0","","","","","1769","53","false","0.8884058165079888","0.3113207547169811","1.6944847605224964","brenno","16.18867924528302","3","","1769","51","53","6","47","0","","1","429","1766/1767","14","0","0","23253","22345","1093","695","650"
"kobell-der-roaga","ger000290","Q56447413","Kobell","0","Der Roaga [Reiher]","","","http://www.textgridrep.org/textgrid:r22j.0","","","","","1847","4","false","1","1","1","several characters","3","1","1847","1868","3","4","1","3","0","","1","6","1847","5","0","0","3775","3683","484","90","158"
"koerner-die-braut","ger000520","Q104585885","Körner","0","Die Braut","Ein Lustspiel in Alexandrinern, in einem Aufzuge","Comedy","https://www.projekt-gutenberg.org/koerner/braut/index.html","","","","","1812","3","false","0","0.6666666666666666","1.3333333333333333","sohn","1.3333333333333333","2","1812","1813","2","3","1","2","0","","1","2","1811","9","0","0","5056","4876","207","0","564"
"koerner-zriny","ger000346","Q42197855","Körner","0","Zriny","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:r23w.0","","","","","1812","22","false","0.797830956921866","0.31601731601731603","2.051948051948052","zriny","6.636363636363637","4","1812","1814","14","22","2","19","1","","1","73","1812","50","0","5","20898","20211","794","0","2857"
"koller-der-zauberstein","ger000574","Q111592520","Koller","0","Der Zauberstein","Eine Posse in einem Aufzuge. Vierte Fortsetzung der beiden Billets","Comedy","https://de.wikisource.org/wiki/Der_Zauberstein","","","","","1804","4","false","0.5833333333333333","0.6666666666666666","1.3333333333333333","goerge","2","2","","1804","3","4","1","3","0","","1","4","","15","0","0","5467","5304","302","409","0"
"kotzebue-blind-geladen","ger000615","Q884182","Kotzebue","0","Blind geladen","Lustspiel in Einem Akt","Comedy","https://de.wikisource.org/wiki/Blind_geladen","Hartmann","Leipzig","1811","70","1810","7","false","0.6904761904761906","0.6190476190476191","1.380952380952381","thal","3.7142857142857144","2","1810","1811","6","7","1","6","0","","1","13","","23","0","0","6645","6341","372","498","0"
"kotzebue-der-arme-poet","ger000583","Q112775643","Kotzebue","0","Der arme Poet","Ein Schauspiel in Einem Akt","","https://books.google.com/books?id=RZUeAQAAIAAJ&pg=PA142-IA3","","","","","1812","5","false","0.8","0.7","1.3","lorenz|therese","2.8","2","1812","1813","4","5","2","3","0","","1","7","","9","0","0","6067","5929","290","242","0"
"kotzebue-der-freimaurer","ger000487","Q89212706","Kotzebue","0","Der Freimaurer","Lustspiel in Einem Act","Comedy","https://www.projekt-gutenberg.org/kotzebue/freimaur/freimaur.html","","","","","1817","4","false","0.8333333333333333","0.8333333333333334","1.1666666666666667","karoline|graf","2.5","2","1817","1818","3","4","1","3","0","","1","5","","10","0","0","4531","4463","73","0","572"
"kotzebue-der-hyperboreische-esel","ger000188","Q56448380","Kotzebue","0","Der Hyperboreische Esel, oder Die heutige Bildung","Ein drastisches Drama und philosophisches Lustspiel für Jünglinge / In einem Aufzuge","Comedy","http://www.textgridrep.org/textgrid:r2mm.0","","","","","1799","6","false","1","1","1","several characters","5","1","1799","1799","5","6","2","4","0","","1","15","","12","0","0","7273","5671","242","321","0"
"kotzebue-der-schutzgeist","ger000485","Q88192948","Kotzebue","0","Der Schutzgeist","Eine dramatische Legende in sechs Akten nebst einem Vorspiel","","http://www.deutschestextarchiv.de/kotzebue_schutzgeist_1814","","","","","1814","28","false","0.6553803339517624","0.14285714285714285","2.502645502645503","adelheid","3.857142857142857","5","1814","1814","16","28","5","21","2","","1","54","","52","0","7","24976","24124","1776","0","3404"
"kotzebue-der-verschwiegene-wider-willen","ger000579","Q112164010","Kotzebue","0","Der Verschwiegene wider Willen, oder die Fahrt von Berlin nach Potsdam","Ein Lustspiel in Einem Act","Comedy","https://de.wikisource.org/wiki/Der_Verschwiegene_wider_Willen","","","","","1815","8","false","0.7696428571428572","0.6428571428571429","1.3571428571428572","frosch","4.5","2","1815","1816","7","8","2","6","0","","1","18","","25","0","0","7075","6709","491","412","0"
"kotzebue-der-weibliche-jacobiner-clubb","ger000578","Q111939198","Kotzebue","0","Der weibliche Jacobiner-Clubb","Ein politisches Lustspiel in Einem Aufzug","Comedy","https://de.wikisource.org/wiki/Der_weibliche_Jacobiner-Clubb","Kummer","Leipzig","1792","","1791","20","false","0.865066844919786","0.7315789473684211","1.2736842105263158","duport|madam_duport|antoinette","13.9","3","1791","1792","18","20","10","10","0","","1","139","1791","18","0","0","7726","7393","496","478","0"
"kotzebue-der-wirrwarr","ger000494","Q91933035","Kotzebue","0","Der Wirrwarr, oder der Muthwillige","Eine Posse in fünf Akten","Comedy","https://www.projekt-gutenberg.org/kotzebue/wirrwarr/index.html","","","","","1801","10","false","0.792063492063492","0.6222222222222222","1.3777777777777778","fritz","5.6","2","1801","1803","9","10","4","6","0","","1","28","","50","0","5","18601","18022","1608","1343","0"
"kotzebue-die-beiden-klingsberg","ger000281","Q56448388","Kotzebue","0","Die beiden Klingsberg","Ein Lustspiel in vier Akten","Comedy","http://www.textgridrep.org/textgrid:r2mv.0","","","","","1801","13","false","0.7399322899322899","0.46153846153846156","1.564102564102564","graf","5.538461538461538","3","","1801","11","13","6","7","0","","1","36","","54","0","4","20117","19587","1520","1280","4"
"kotzebue-die-deutschen-kleinstaedter","ger000225","Q1218034","Kotzebue","0","Die deutschen Kleinstädter","Ein Lustspiel in vier Akten","Comedy","http://www.textgridrep.org/textgrid:r2m4.0","","","","","1802","13","false","0.8637362637362638","0.6666666666666666","1.3333333333333333","frau_staar","8","2","1802","1803","12","13","5","7","1","","1","52","","53","1","4","18025","17479","1058","1160","21"
"kotzebue-die-indianer-in-england","ger000057","Q22712283","Kotzebue","0","Die Indianer in England","Lustspiel in drei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:r2mn.0","","","","","1789","14","false","0.9150072150072149","0.7472527472527473","1.2637362637362637","kaberdar|liddy|samuel","9.714285714285714","3","1789","1790","12","14","3","11","0","","1","68","1788","43","0","3","23188","22649","1891","1153","0"
"kotzebue-die-spanier-in-peru","ger000490","Q90038124","Kotzebue","0","Die Spanier in Peru, oder: Rollas Tod","Ein romantisches Trauerspiel in fünf Aufzügen","Tragedy","https://www.projekt-gutenberg.org/kotzebue/rollas/index.html","","","","","1794","49","false","0.8707500730388147","0.1879251700680272","2.264455782312925","rolla","9.020408163265307","4","1794","1796","24","49","12","35","2","","1","221","","49","0","5","22312","21045","1869","1530","20"
"kotzebue-graf-benjowsky","ger000488","Q1541382","Kotzebue","0","Graf Benjowsky, oder: die Verschwörung auf Kamtschatka","Ein Schauspiel in fünf Aufzügen","","https://www.projekt-gutenberg.org/kotzebue/benjowsk/index.html","","","","","1794","32","false","0.8240909966494783","0.36088709677419356","1.6834677419354838","benjowsky","11.1875","3","1794","1795","29","32","2","30","0","","1","179","","34","1","5","24844","24195","2922","1834","20"
"kotzebue-maedchenfreundschaft","ger000486","Q88636794","Kotzebue","0","Mädchenfreundschaft, oder der türkische Gesandte","Ein Lustspiel in einem Akt","Comedy","https://de.wikisource.org/wiki/Mädchenfreundschaft,_oder_der_türkische_Gesandte","","","","","1805","8","false","0.9285714285714286","0.8928571428571429","1.1071428571428572","several characters","6.25","2","1805","1805","7","8","5","3","0","","1","25","","14","0","0","4412","4151","485","270","0"
"kotzebue-menschenhass-und-reue","ger000142","Q1920777","Kotzebue","0","Menschenhaß und Reue","Schauspiel in fünf Aufzügen","","http://www.textgridrep.org/textgrid:r2mf.0","","","","","1788","12","false","0.768001443001443","0.6363636363636364","1.3636363636363635","der_major","7","2","1788","1790","11","12","4","8","0","","1","42","","51","1","5","24335","23659","1754","1117","0"
"kotzebue-pagenstreiche","ger000495","Q92072925","Kotzebue","0","Pagenstreiche","Eine Posse in fünf Aufzügen","Comedy","https://www.projekt-gutenberg.org/kotzebue/pagenstr/index.html","","","","","1803","16","false","0.8683441558441559","0.7916666666666666","1.2083333333333333","baron|deborah","11.875","2","1803","1804","15","16","5","11","0","","1","95","","66","0","5","22205","21227","2353","1391","69"
"kotzebue-sultan-wampum","ger000491","Q90230139","Kotzebue","0","Sultan Wampum, oder: die Wünsche","Ein orientalisches Scherzspiel mit Gesang in drei Aufzügen","Comedy","https://www.projekt-gutenberg.org/kotzebue/wampum/index.html","","","","","1791","11","false","0.8301587301587301","0.5272727272727272","1.4727272727272727","wampum","5.2727272727272725","2","1791","1794","10","11","1","8","2","","1","29","","36","0","3","13134","12591","1065","520","330"
"kotzebue-ueble-laune","ger000484","Q88089338","Kotzebue","0","Üble Laune","Ein Schauspiel in vier Akten","","https://www.projekt-gutenberg.org/kotzebue/ueblaune/index.html","","","","","1797","15","false","0.831067821067821","0.3619047619047619","1.7428571428571429","ulrike|der_geheimderath","5.066666666666666","3","1797","1799","11","15","2","13","0","","1","38","","45","1","4","22071","21642","1833","1686","14"
"kraus-die-letzten-tage-der-menschheit","ger000480","Q1218953","Kraus","0","Die letzten Tage der Menschheit","Tragödie in fünf Akten mit Vorspiel und Epilog","Tragedy","https://www.projekt-gutenberg.org/kraus/letzttag/index.html","","","","","1919","925","false","0.8619446928874888","0.029074529074529076","2.502374061252672","several characters","26.864864864864863","8","1964","1919","158","925","93","802","30","","120","12425","1915/1922","220","3","5","186517","172530","15083","5537","2342"
"kraus-traumstueck","ger000529","Q105755902","Kraus","0","Traumstück","","","http://pi.lib.uchicago.edu/1001/cat/bib/2965704","","","","","1923","11","false","1","1","1","several characters","10","1","1924","1923","10","11","0","2","9","","1","55","1922","1","0","0","2927","2755","150","0","475"
"krueger-die-candidaten","ger000320","Q56448539","Krüger","0","Die Candidaten oder Die Mittel zu einem Amte zu gelangen","Ein Lustspiel in fünf Handlungen","Comedy","http://www.textgridrep.org/textgrid:r2r7.0","","","","","1747","10","false","0.8026984126984129","0.6888888888888889","1.3111111111111111","der_graf|johann","6.2","2","1747","1748","9","10","3","7","0","","1","31","","50","0","5","24673","24325","793","524","6"
"krueger-die-geistlichen-auf-dem-lande","ger000173","Q56448672","Krüger","0","Die Geistlichen auf dem Lande","Ein Lustspiel in drey Handlungen","Comedy","http://www.textgridrep.org/textgrid:r2rb.0","","","","","1743","9","false","0.8915343915343913","0.8333333333333334","1.1666666666666667","peter|frau_von_birkenhayn|herr_von_roseneck","6.666666666666667","2","","1743","8","9","4","5","0","","1","30","","31","0","3","25326","25020","774","698","2"
"kupelwieser-fierrabras","ger000438","Q201295","Kupelwieser","0","Fierrabras","Heroisch-romantische Oper in drei Akten","","http://www.textgridrep.org/textgrid:rdg3.0","","","","","1897","18","true","0.828058053058053","0.49673202614379086","1.5620915032679739","emma|die_ritter|roland","8.444444444444445","3","1897","","14","18","6","12","0","","1","76","","33","11","3","6927","6109","2147","0","780"
"kurz-prinzessin-pumphia","ger000144","Q56440109","Kurz","0","Prinzessin Pumphia","Eine Parodie in lächerlichen Versen","Comedy","http://www.textgridrep.org/textgrid:rdgt.0","","","","","1767","14","false","0.9068027210884354","0.43956043956043955","1.3103448275862069","kulican","5.714285714285714","2","","1767","10","14","2","10","2","","2","40","","31","0","3","11992","10317","2792","0","1059"
"lachmann-salome","ger000537","Q723407","Lachmann","0","Salome","Drama in einem Aufzuge","","http://www.textgridrep.org/textgrid:rdhd.0","","","","","1905","17","true","0.9169467787114847","0.6544117647058824","1.3455882352941178","erster_soldat|jochanaan","10.470588235294118","2","1905","1905","16","17","2","15","0","","1","89","","4","34","0","6253","6144","475","259","0"
"laddey-maentelchen-nach-dem-winde","ger000605","Q116200056","Laddey","0","Mäntelchen nach dem Winde","Lustspiel in einem Akt","Comedy","https://books.google.com/books?id=DdxTAAAAcAAJ&printsec=frontcover","Mäntler","Stuttgart","1871","33","1871","5","false","1","1","1","several characters","4","1","","1871","4","5","3","2","0","","1","10","","16","0","0","9080","8846","609","279","34"
"larronge-hasemanns-toechter","ger000402","Q28154527","L'Arronge","0","Hasemann's Töchter","Volksstück in 4 Akten","","http://www.textgridrep.org/textgrid:rfbt.0","","","","","1879","19","false","0.8264393501235606","0.4502923976608187","1.6257309941520468","emilie","8.105263157894736","3","","1879","15","19","8","11","0","","1","77","","61","1","4","24051","23363","2678","1258","30"
"larronge-mein-leopold","ger000197","Q25203613","L'Arronge","0","Mein Leopold","Volksstück in 3 Akten","","http://www.textgridrep.org/textgrid:rfbx.0","","","","","1873","28","false","0.8197061102689144","0.3333333333333333","1.7065527065527066","minna","9","3","1873","1876","22","28","7","20","1","","2","126","","61","1","6","23623","22813","4301","1239","68"
"lasker-schueler-die-wupper","ger000468","Q1217638","Lasker-Schüler","0","Die Wupper","Schauspiel in fünf Aufzügen","","https://www.projekt-gutenberg.org/lasker/wupper/index.html","","","","","1909","58","false","0.9122296535684631","0.455535390199637","1.5468844525105867","mutter_pius","25.96551724137931","3","1919","1909","56","58","16","38","4","","1","753","","6","1","5","16781","12128","6021","979","0"
"lassalle-franz-von-sickingen","ger000287","Q56448902","Lassalle","0","Franz von Sickingen","Eine historische Tragödie","Tragedy","http://www.textgridrep.org/textgrid:rfc7.0","","","","","1859","64","false","0.8239651229081378","0.12748015873015872","2.7018849206349205","franz","8.03125","6","1969","1859","35","64","4","59","1","","1","257","1857/1858","39","0","5","43701","42299","4159","2","5669"
"laube-die-karlsschueler","ger000453","Q56448941","Laube","0","Die Karlsschüler","","","http://www.textgridrep.org/textgrid:rfd2.0","","","","","1846","14","false","0.935697635697636","0.9120879120879121","1.0879120879120878","several characters","11.857142857142858","2","1846","1846","13","14","3","11","0","","1","83","1846","29","0","5","43266","30823","4805","1483","54"
"laube-gottsched-und-gellert","ger000063","Q56183293","Laube","0","Gottsched und Gellert","Charakterlustspiel in fünf Akten","Comedy","http://www.textgridrep.org/textgrid:rfct.0","","","","","1845","14","false","0.9798534798534798","0.978021978021978","1.021978021978022","several characters","12.714285714285714","2","1845","1846","13","14","4","10","0","","1","89","1845","33","0","5","41579","33086","6518","1522","4"
"laube-monaldeschi","ger000254","Q56440842","Laube","0","Monaldeschi","Tragödie in fünf Akten","Tragedy","http://www.textgridrep.org/textgrid:rfcv.0","","","","","1841","12","false","0.8317640692640693","0.6212121212121212","1.378787878787879","brahe","6.833333333333333","2","1841","1845","11","12","2","10","0","","1","41","","68","0","5","42112","27715","3460","723","1169"
"laube-struensee","ger000389","Q56448986","Laube","0","Struensee","Tragödie in fünf Akten","Tragedy","http://www.textgridrep.org/textgrid:rfcn.0","","","","","1844","8","false","1","1","1","several characters","7","1","1844","1846","7","8","2","6","0","","1","28","","44","0","5","31564","22516","4561","994","0"
"laufs-jacoby-pension-schoeller","ger000069","Q1792084","Laufs","1","Pension Schöller","Posse in drei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:rfd8.0","","","","","1890","20","false","0.8365715656892126","0.5684210526315789","1.4526315789473685","kissling","10.8","3","1890","1890","18","20","7","13","0","","1","108","","36","3","3","15730","15376","1970","919","0"
"lautensack-die-pfarrhauskomoedie","ger000024","Q56254804","Lautensack","0","Die Pfarrhauskomödie","Carmen Sacerdotale / Drei Szenen","Comedy","http://www.textgridrep.org/textgrid:rfn5.0","","","","","1911","4","false","1","1","1","several characters","3","1","1920","1911","3","4","2","2","0","","1","6","","3","0","0","10949","10030","3865","617","0"
"lautensack-hahnenkampf","ger000432","Q56256241","Lautensack","0","Hahnenkampf","Eine Komödie in sechs Szenen","Comedy","http://www.textgridrep.org/textgrid:rfm5.0","","","","","1908","17","false","0.8860340639752405","0.6838235294117647","1.3161764705882353","apotheker","10.941176470588236","2","","1908","16","17","5","11","1","","1","93","","6","0","0","11588","11198","2837","465","14"
"lautensack-medusa","ger000263","Q56256257","Lautensack","0","Medusa","Aus den Papieren eines Mönches","","http://www.textgridrep.org/textgrid:rfmj.0","","","","","1904","7","false","1","1","1","several characters","6","1","","1904","6","7","4","3","0","","1","21","","1","0","0","5410","4828","1030","242","0"
"leisewitz-der-besuch-um-mitternacht","ger000447","Q56449014","Leisewitz","0","Der Besuch um Mitternacht","","","http://www.textgridrep.org/textgrid:rfx8.0","","","","","1774","3","false","1","1","1","der_fuerst|der_kammerherr|der_geist","2","1","","1774","2","3","0","2","1","","1","3","","1","0","0","455","441","36","13","0"
"leisewitz-die-pfandung","ger000260","Q56449035","Leisewitz","0","Die Pfandung","","","http://www.textgridrep.org/textgrid:rfxg.0","","","","","1774","2","false","0","1","1","der_mann|die_frau","1","1","","1774","1","2","1","1","0","","1","1","","1","0","0","408","394","23","18","0"
"leisewitz-julius-von-tarent","ger000050","Q1713126","Leisewitz","0","Julius von Tarent","Ein Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:rfxf.0","","","","","1776","16","false","0.5607638888888888","0.25","2.066666666666667","julius","3.75","4","1776","1776","9","16","5","11","0","","1","30","","36","4","5","17213","16885","860","508","0"
"lenz-der-englaender","ger000423","Q1193157","Lenz","0","Der Engländer","Eine dramatische Phantasei","","http://www.textgridrep.org/textgrid:rhnx.0","","","","","1776","11","false","0.9098124098124099","0.6363636363636364","1.3636363636363635","robert","6.363636363636363","2","","1776","10","11","2","9","0","","1","35","1775/1776","6","1","5","6077","5847","932","155","14"
"lenz-der-hofmeister","ger000338","Q21213113","Lenz","0","Der Hofmeister oder Vorteile der Privaterziehung","Eine Komödie","Comedy","http://www.textgridrep.org/textgrid:rhzq.0","","","","","1774","24","false","0.7637022699522701","0.2246376811594203","1.9671361502347418","geheimer_rat","5.166666666666667","4","1778","1774","14","24","9","15","0","","2","62","1771/1772","35","2","5","25385","24798","1682","656","0"
"lenz-der-neue-menoza","ger000400","Q1199464","Lenz","0","Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi","Eine Komödie","Comedy","http://www.textgridrep.org/textgrid:rj22.0","","","","","1774","23","false","0.7388128779433127","0.3359683794466403","1.9209486166007905","graf","7.391304347826087","4","1963","1774","13","23","5","16","2","","1","85","1773","36","2","5","18731","18143","1415","702","1"
"lenz-die-freunde-machen-den-philosophen","ger000155","Q56255339","Lenz","0","Die Freunde machen den Philosophen","Eine Komödie","Comedy","http://www.textgridrep.org/textgrid:rhjs.0","","","","","1775","17","false","0.8949346405228757","0.4632352941176471","1.536764705882353","strephon","7.411764705882353","2","","1775","16","17","2","15","0","","1","63","1775/1776","20","0","5","12483","12092","1503","341","8"
"lenz-die-soldaten","ger000374","Q1216300","Lenz","0","Die Soldaten","Ein Schauspiel","","http://www.textgridrep.org/textgrid:rhtz.0","","","","","1776","37","false","0.7889039253489382","0.29429429429429427","1.907936507936508","mary","10.594594594594595","4","1863","1776","28","37","10","27","0","","2","196","1774/1775","36","2","5","16135","15495","2549","557","16"
"lessing-damon","ger000031","Q1158714","Lessing","0","Damon, oder die wahre Freundschaft","Ein Lustspiel in einem Aufzuge","Comedy","http://www.textgridrep.org/textgrid:rkzp.0","","","","","1747","5","false","0.9","0.9","1.1","damon|die_witwe|leander","3.6","2","","1747","4","5","2","3","0","","1","9","","10","2","0","7656","7595","20","183","0"
"lessing-der-freigeist","ger000379","Q51386027","Lessing","0","Der Freigeist","Ein Lustspiel in fünf Aufzügen","Comedy","http://www.textgridrep.org/textgrid:rjg0.0","","","","","1755","11","false","0.8244588744588746","0.5272727272727272","1.509090909090909","adrast|theophan","5.2727272727272725","3","","1755","9","11","4","7","0","","1","29","1749","35","2","5","21716","21477","476","893","0"
